Reaction,Dataset,Reference,Reference_in_kcal_mol,TAE_in_kcal_mol,Number_of_atoms,Stoichiometry,Subset
TAE-PTComp_1972_tm_ir_20,TAE-PTComp,0.117730638281426,73.8770909090909,812.648,11,"-0.0909090909090909,tm_ir_20,0.545454545454545,H,0.181818181818182,C,0.0909090909090909,P,0.0909090909090909,S,0.0909090909090909,Ir",tm_ir
TAE-PTComp_1973_tm_ir_21,TAE-PTComp,0.145101185216363,91.0523684210526,1729.995,19,"-0.0526315789473684,tm_ir_21,0.578947368421053,H,0.263157894736842,C,0.105263157894737,P,0.0526315789473684,Ir",tm_ir
TAE-PTComp_1974_tm_ir_22,TAE-PTComp,0.132902774295984,83.39775,1000.773,12,"-0.0833333333333333,tm_ir_22,0.5,H,0.0833333333333333,C,0.0833333333333333,O,0.166666666666667,P,0.0833333333333333,Cl,0.0833333333333333,Ir",tm_ir
TAE-PTComp_1975_tm_ir_23,TAE-PTComp,0.181786737435823,114.0729,2281.458,20,"-0.05,tm_ir_23,0.3,H,0.3,C,0.2,O,0.1,S,0.1,Ir",tm_ir
TAE-PTComp_1976_tm_ir_24,TAE-PTComp,0.156029936128182,97.9102631578947,1860.295,19,"-0.0526315789473684,tm_ir_24,0.473684210526316,H,0.263157894736842,C,0.210526315789474,N,0.0526315789473684,Ir",tm_ir
TAE-PTComp_1977_tm_ir_25,TAE-PTComp,0.150837282051767,94.6518235294118,3218.162,34,"-0.0294117647058824,tm_ir_25,0.558823529411765,H,0.235294117647059,C,0.0588235294117647,O,0.0588235294117647,P,0.0588235294117647,Cl,0.0294117647058824,Ir",tm_ir
TAE-PTComp_1978_tm_ir_26,TAE-PTComp,0.12469680826454,78.2484285714286,1095.478,14,"-0.0714285714285714,tm_ir_26,0.428571428571429,H,0.0714285714285714,C,0.0714285714285714,O,0.142857142857143,P,0.0714285714285714,Cl,0.142857142857143,I,0.0714285714285714,Ir",tm_ir
TAE-PTComp_1979_tm_ir_27,TAE-PTComp,0.199554869853614,125.222571428571,1753.116,14,"-0.0714285714285714,tm_ir_27,0.142857142857143,H,0.285714285714286,C,0.428571428571429,O,0.142857142857143,Ir",tm_ir
TAE-PTComp_1980_tm_ir_28,TAE-PTComp,0.164160193878951,103.012076923077,2678.314,26,"-0.0384615384615385,tm_ir_28,0.384615384615385,H,0.153846153846154,C,0.0769230769230769,N,0.307692307692308,O,0.0769230769230769,Ir",tm_ir
TAE-PTComp_1981_tm_ir_29,TAE-PTComp,0.170212349747289,106.809862068966,3097.486,29,"-0.0344827586206897,tm_ir_29,0.517241379310345,H,0.379310344827586,C,0.0689655172413793,O,0.0344827586206897,Ir",tm_ir
TAE-PTComp_1982_tm_ir_30,TAE-PTComp,0.165435417244757,103.812291666667,2491.495,24,"-0.0416666666666667,tm_ir_30,0.375,H,0.291666666666667,C,0.166666666666667,N,0.0416666666666667,O,0.0833333333333333,I,0.0416666666666667,Ir",tm_ir
TAE-PTComp_1983_tm_ir_31,TAE-PTComp,0.190090537009535,119.283612903226,3697.792,31,"-0.032258064516129,tm_ir_31,0.419354838709677,H,0.548387096774194,C,0.032258064516129,Ir",tm_ir
TAE-PTComp_1984_tm_ir_32,TAE-PTComp,0.183159680503965,114.934434782609,2643.492,23,"-0.0434782608695652,tm_ir_32,0.478260869565217,H,0.0434782608695652,C_cation,0.391304347826087,C,0.0434782608695652,N,0.0434782608695652,Ir",tm_ir
TAE-PTComp_1985_tm_ir_33,TAE-PTComp,0.191129892279137,119.935818181818,1319.294,11,"-0.0909090909090909,tm_ir_33,0.0909090909090909,B_cation,0.363636363636364,B,0.454545454545455,F,0.0909090909090909,Ir",tm_ir
TAE-PTComp_1986_tm_ir_34,TAE-PTComp,0.182327996920474,114.412545454545,1258.538,11,"-0.0909090909090909,tm_ir_34,0.454545454545455,C,0.0909090909090909,S_cation,0.363636363636364,S,0.0909090909090909,Ir",tm_ir
TAE-PTComp_1987_tm_ir_35,TAE-PTComp,0.134234361097253,84.2333333333333,1263.5,15,"-0.0666666666666667,tm_ir_35,0.533333333333333,H,0.266666666666667,O,0.0666666666666667,Br_cation,0.0666666666666667,Br,0.0666666666666667,Ir",tm_ir
TAE-PTComp_1988_tm_ir_36,TAE-PTComp,0.14022057112919,87.9897368421053,1671.805,19,"-0.0526315789473684,tm_ir_36,0.631578947368421,H,0.210526315789474,N,0.0526315789473684,Cl_cation,0.0526315789473684,Cl,0.0526315789473684,Ir",tm_ir
TAE-PTComp_1989_tm_ir_37,TAE-PTComp,0.178814494619727,112.207789473684,2131.948,19,"-0.0526315789473684,tm_ir_37,0.421052631578947,H,0.0526315789473684,C_cation,0.263157894736842,C,0.105263157894737,N,0.105263157894737,O,0.0526315789473684,Ir",tm_ir
TAE-PTComp_1990_tm_ir_38,TAE-PTComp,0.12252497613383,76.8855833333333,922.627,12,"-0.0833333333333333,tm_ir_38,0.75,H,0.0833333333333333,B_cation,0.0833333333333333,C,0.0833333333333333,Ir",tm_ir
TAE-PTComp_1991_tm_ir_39,TAE-PTComp,0.156445765454895,98.1712,2454.28,25,"-0.04,tm_ir_39,0.4,H,0.04,C_cation,0.12,C,0.16,N,0.24,O,0.04,Ir",tm_ir
TAE-PTComp_1992_tm_pt_1,TAE-PTComp,0.130502146530299,81.8913333333333,982.696,12,"-0.0833333333333333,tm_pt_1,0.583333333333333,H,0.0833333333333333,B,0.166666666666667,C,0.0833333333333333,F_anion,0.0833333333333333,Pt",tm_pt
TAE-PTComp_1993_tm_pt_2,TAE-PTComp,0.121938832623232,76.5177727272727,1683.391,22,"-0.0454545454545455,tm_pt_2,0.5,H,0.0454545454545455,B,0.0909090909090909,C,0.0454545454545455,F_anion,0.0909090909090909,F,0.0909090909090909,P,0.0454545454545455,S,0.0909090909090909,Pt",tm_pt
TAE-PTComp_1994_tm_pt_3,TAE-PTComp,0.146624081074429,92.008,276.024,3,"-0.333333333333333,tm_pt_3,0.333333333333333,C_anion,0.333333333333333,P,0.333333333333333,Pt",tm_pt
TAE-PTComp_1995_tm_pt_4,TAE-PTComp,0.101400461076707,63.62975,254.519,4,"-0.25,tm_pt_4,0.25,H_anion,0.5,H,0.25,Pt",tm_pt
TAE-PTComp_1996_tm_pt_5,TAE-PTComp,0.154969490579569,97.2448235294118,1653.162,17,"-0.0588235294117647,tm_pt_5,0.470588235294118,H,0.235294117647059,B,0.235294117647059,N,0.0588235294117647,Pt",tm_pt
TAE-PTComp_1997_tm_pt_6,TAE-PTComp,0.182065458327266,114.2478,4569.912,40,"-0.025,tm_pt_6,0.35,H,0.4,C,0.2,N,0.05,Pt",tm_pt
TAE-PTComp_1998_tm_pt_7,TAE-PTComp,0.153702681593601,96.4498888888889,1736.098,18,"-0.0555555555555556,tm_pt_7,0.333333333333333,H,0.222222222222222,C,0.222222222222222,N,0.111111111111111,Br,0.111111111111111,Pt",tm_pt
TAE-PTComp_1999_tm_pt_8,TAE-PTComp,0.192944829261906,121.074708333333,2905.793,24,"-0.0416666666666667,tm_pt_8,0.25,H,0.0833333333333333,B,0.416666666666667,C,0.166666666666667,O,0.0833333333333333,Pt",tm_pt
TAE-PTComp_2000_tm_pt_9,TAE-PTComp,0.127445884573144,79.9735,1439.523,18,"-0.0555555555555556,tm_pt_9,0.444444444444444,H,0.0555555555555556,B,0.0555555555555556,C,0.166666666666667,F,0.111111111111111,P,0.0555555555555556,S,0.111111111111111,Pt",tm_pt
TAE-PTComp_2001_tm_pt_10,TAE-PTComp,0.130225523880748,81.71775,1634.355,20,"-0.05,tm_pt_10,0.55,H,0.05,B,0.1,C,0.15,F,0.05,P,0.1,Pt",tm_pt
TAE-PTComp_2002_tm_pt_11,TAE-PTComp,0.141077073190289,88.5272,885.272,10,"-0.1,tm_pt_11,0.3,H,0.3,C,0.2,S,0.1,Cl,0.1,Pt",tm_pt
TAE-PTComp_2003_tm_pt_12,TAE-PTComp,0.168717433369208,105.871787878788,3493.769,33,"-0.0303030303030303,tm_pt_12,0.454545454545455,H,0.0303030303030303,B,0.303030303030303,C,0.181818181818182,N,0.0303030303030303,Pt",tm_pt
TAE-PTComp_2004_tm_pt_13,TAE-PTComp,0.149488579658587,93.8055,2063.721,22,"-0.0454545454545455,tm_pt_13,0.5,H,0.227272727272727,C,0.0909090909090909,N,0.0454545454545455,O,0.0454545454545455,P,0.0454545454545455,S,0.0454545454545455,Pt",tm_pt
TAE-PTComp_2005_tm_pt_14,TAE-PTComp,0.16571917126074,103.99035,2079.807,20,"-0.05,tm_pt_14,0.5,H,0.35,C,0.1,O,0.05,Pt",tm_pt
TAE-PTComp_2006_tm_pt_15,TAE-PTComp,0.208322042867532,130.724055555556,2353.033,18,"-0.0555555555555556,tm_pt_15,0.444444444444444,C,0.111111111111111,N,0.333333333333333,O,0.111111111111111,Pt",tm_pt
TAE-PTComp_2007_tm_pt_16,TAE-PTComp,0.144890154176862,90.9199444444444,1636.559,18,"-0.0555555555555556,tm_pt_16,0.444444444444444,H,0.222222222222222,C,0.222222222222222,P,0.111111111111111,Pt",tm_pt
TAE-PTComp_2008_tm_pt_17,TAE-PTComp,0.149136905969902,93.5848214285714,2620.375,28,"-0.0357142857142857,tm_pt_17,0.571428571428571,H,0.285714285714286,C,0.0714285714285714,S,0.0714285714285714,Pt",tm_pt
TAE-PTComp_2009_tm_pt_18,TAE-PTComp,0.168392017291313,105.667586206897,3064.36,29,"-0.0344827586206897,tm_pt_18,0.482758620689655,H,0.344827586206897,C,0.137931034482759,O,0.0344827586206897,Pt",tm_pt
TAE-PTComp_2010_tm_pt_19,TAE-PTComp,0.158769292595731,99.6292352941176,1693.697,17,"-0.0588235294117647,tm_pt_19,0.588235294117647,H,0.352941176470588,C,0.0588235294117647,Pt",tm_pt
TAE-PTComp_2011_tm_pt_20,TAE-PTComp,0.17694181722506,111.032666666667,999.294,9,"-0.111111111111111,tm_pt_20,0.444444444444444,B,0.444444444444444,F,0.111111111111111,Pt",tm_pt
TAE-PTComp_2012_tm_pt_21,TAE-PTComp,0.226210737557896,141.949380952381,2980.937,21,"-0.0476190476190476,tm_pt_21,0.952380952380952,C,0.0476190476190476,Pt",tm_pt
TAE-PTComp_2013_tm_pt_22,TAE-PTComp,0.209272423762997,131.320428571429,919.243,7,"-0.142857142857143,tm_pt_22,0.428571428571429,C,0.428571428571429,O,0.142857142857143,Pt",tm_pt
TAE-PTComp_2014_tm_pt_23,TAE-PTComp,0.159490996148764,100.082111111111,900.739,9,"-0.111111111111111,tm_pt_23,0.444444444444444,C,0.444444444444444,S,0.111111111111111,Pt",tm_pt
TAE-PTComp_2015_tm_pt_24,TAE-PTComp,0.0990068717173705,62.12775,248.511,4,"-0.25,tm_pt_24,0.5,H,0.25,O,0.25,Pt",tm_pt
TAE-PTComp_2016_tm_pt_25,TAE-PTComp,0.0885027806412829,55.5363333333333,166.609,3,"-0.333333333333333,tm_pt_25,0.333333333333333,H,0.333333333333333,F,0.333333333333333,Pt",tm_pt
TAE-PTComp_2017_tm_pt_26,TAE-PTComp,0.170054625945231,106.710888888889,960.398,9,"-0.111111111111111,tm_pt_26,0.888888888888889,N,0.111111111111111,Pt",tm_pt
TAE-PTComp_2018_tm_pt_27,TAE-PTComp,0.121241880347735,76.0804285714286,532.563,7,"-0.142857142857143,tm_pt_27,0.571428571428571,H,0.285714285714286,N,0.142857142857143,Pt",tm_pt
TAE-PTComp_2019_tm_pt_28,TAE-PTComp,0.153747385759421,96.4779411764706,1640.125,17,"-0.0588235294117647,tm_pt_28,0.705882352941177,F,0.235294117647059,P,0.0588235294117647,Pt",tm_pt
TAE-PTComp_2020_tm_pt_29,TAE-PTComp,0.199198327681772,124.998837837838,4624.957,37,"-0.027027027027027,tm_pt_29,0.324324324324324,H,0.540540540540541,C,0.108108108108108,N,0.027027027027027,Pt",tm_pt
TAE-PTComp_2021_tm_pt_30,TAE-PTComp,0.0923056448719724,57.9226666666667,173.768,3,"-0.333333333333333,tm_pt_30,0.666666666666667,S,0.333333333333333,Pt",tm_pt
TAE-PTComp_2022_tm_pt_31,TAE-PTComp,0.112319331193647,70.4814444444444,634.333,9,"-0.111111111111111,tm_pt_31,0.666666666666667,H,0.222222222222222,Si,0.111111111111111,Pt",tm_pt
TAE-PTComp_2023_tm_pt_32,TAE-PTComp,0.131604967016099,82.5833636363636,908.417,11,"-0.0909090909090909,tm_pt_32,0.454545454545455,H,0.0909090909090909,B_cation,0.0909090909090909,C,0.181818181818182,F,0.0909090909090909,P,0.0909090909090909,Pt",tm_pt
TAE-PTComp_2024_tm_pt_33,TAE-PTComp,0.137481058426206,86.2706666666667,1294.06,15,"-0.0666666666666667,tm_pt_33,0.733333333333333,H,0.0666666666666667,C_cation,0.133333333333333,N,0.0666666666666667,Pt",tm_pt
TAE-PTComp_2025_tm_pt_34,TAE-PTComp,0.143515761470311,90.0575,900.575,10,"-0.1,tm_pt_34,0.3,H,0.1,C_cation,0.1,C,0.1,N,0.3,Cl,0.1,Pt",tm_pt
TAE-PTComp_2026_tm_pt_35,TAE-PTComp,0.175166621109311,109.918714285714,769.431,7,"-0.142857142857143,tm_pt_35,0.428571428571429,H,0.142857142857143,C_cation,0.285714285714286,C,0.142857142857143,Pt",tm_pt
TAE-PTComp_2027_tm_pt_36,TAE-PTComp,0.182037623422155,114.230333333333,342.691,3,"-0.333333333333333,tm_pt_36,0.333333333333333,N,0.333333333333333,O_cation,0.333333333333333,Pt",tm_pt
TAE-PTComp_2028_tm_pt_37,TAE-PTComp,0.130459086091452,81.8643125,1309.829,16,"-0.0625,tm_pt_37,0.625,H,0.0625,C,0.0625,O,0.0625,P_cation,0.125,P,0.0625,Pt",tm_pt
TAE-PTComp_2029_tm_pt_38,TAE-PTComp,0.174733506929422,109.646931034483,3179.761,29,"-0.0344827586206897,tm_pt_38,0.517241379310345,H,0.0344827586206897,C_cation,0.344827586206897,C,0.0689655172413793,O,0.0344827586206897,Pt",tm_pt
TAE-PTComp_2030_tm_au_1,TAE-PTComp,0.118405992935606,74.3008823529412,1263.115,17,"-0.0588235294117647,tm_au_1,0.0588235294117647,H_anion,0.647058823529412,H,0.235294117647059,B,0.0588235294117647,Au",tm_au
TAE-PTComp_2031_tm_au_2,TAE-PTComp,0.076558206665688,48.041,240.205,5,"-0.2,tm_au_2,0.2,Cl_anion,0.6,Cl,0.2,Au",tm_au
TAE-PTComp_2032_tm_au_3,TAE-PTComp,0.085691667705285,53.7723333333333,161.317,3,"-0.333333333333333,tm_au_3,0.333333333333333,F_anion,0.333333333333333,F,0.333333333333333,Au",tm_au
TAE-PTComp_2033_tm_au_4,TAE-PTComp,0.126690384691582,79.4994166666667,953.993,12,"-0.0833333333333333,tm_au_4,0.666666666666667,H,0.0833333333333333,C_anion,0.166666666666667,C,0.0833333333333333,Au",tm_au
TAE-PTComp_2034_tm_au_5,TAE-PTComp,0.0570851938984397,35.8215,71.643,2,"-0.5,tm_au_5,0.5,S_anion,0.5,Au",tm_au
TAE-PTComp_2035_tm_au_6,TAE-PTComp,0.175757313425446,110.289379310345,3198.392,29,"-0.0344827586206897,tm_au_6,0.413793103448276,H,0.0344827586206897,C_anion,0.379310344827586,C,0.137931034482759,N,0.0344827586206897,Au",tm_au
TAE-PTComp_2036_tm_au_7,TAE-PTComp,0.144778235294944,90.8497142857143,1907.844,21,"-0.0476190476190476,tm_au_7,0.666666666666667,H,0.0476190476190476,C_anion,0.238095238095238,C,0.0476190476190476,Au",tm_au
TAE-PTComp_2037_tm_au_8,TAE-PTComp,0.149609999829663,93.8816923076923,1220.462,13,"-0.0769230769230769,tm_au_8,0.230769230769231,H,0.230769230769231,B,0.0769230769230769,C_anion,0.0769230769230769,C,0.153846153846154,N,0.230769230769231,Au",tm_au
TAE-PTComp_2038_tm_au_9,TAE-PTComp,0.141099064890129,88.541,2479.148,28,"-0.0357142857142857,tm_au_9,0.571428571428571,H,0.285714285714286,C,0.0714285714285714,Cl,0.0714285714285714,Au",tm_au
TAE-PTComp_2039_tm_au_10,TAE-PTComp,0.152013375536289,95.3898333333333,572.339,6,"-0.166666666666667,tm_au_10,0.333333333333333,C,0.333333333333333,N,0.333333333333333,Au",tm_au
TAE-PTComp_2040_tm_au_11,TAE-PTComp,0.0603729928644718,37.884625,303.077,8,"-0.125,tm_au_11,0.5,H,0.5,Au",tm_au
TAE-PTComp_2041_tm_au_12,TAE-PTComp,0.0718825800476507,45.107,360.856,8,"-0.125,tm_au_12,0.5,I,0.5,Au",tm_au
TAE-PTComp_2042_tm_au_13,TAE-PTComp,0.0513482287229339,32.2215,64.443,2,"-0.5,tm_au_13,0.5,Br,0.5,Au",tm_au
TAE-PTComp_2043_tm_au_14,TAE-PTComp,0.143075529073163,89.78125,359.125,4,"-0.25,tm_au_14,0.25,H,0.5,C,0.25,Au",tm_au
TAE-PTComp_2044_tm_au_15,TAE-PTComp,0.112719679288147,70.7326666666667,212.198,3,"-0.333333333333333,tm_au_15,0.333333333333333,C,0.333333333333333,P,0.333333333333333,Au",tm_au
TAE-PTComp_2045_tm_au_16,TAE-PTComp,0.0982687952115273,61.6646,308.323,5,"-0.2,tm_au_16,0.6,H,0.2,Si,0.2,Au",tm_au
TAE-PTComp_2046_tm_au_17,TAE-PTComp,0.142035753935147,89.12878125,2852.121,32,"-0.03125,tm_au_17,0.625,H,0.25,C,0.0625,P,0.0625,Au",tm_au
TAE-PTComp_2047_tm_au_18,TAE-PTComp,0.163222915604341,102.423925925926,2765.446,27,"-0.037037037037037,tm_au_18,0.333333333333333,H,0.333333333333333,C,0.111111111111111,N,0.111111111111111,P,0.111111111111111,Au",tm_au
TAE-PTComp_2048_tm_au_19,TAE-PTComp,0.14620466509606,91.7448125,1467.917,16,"-0.0625,tm_au_19,0.25,H,0.25,C,0.25,N,0.125,I,0.125,Au",tm_au
TAE-PTComp_2049_tm_au_20,TAE-PTComp,0.079452319676563,49.8570833333333,598.285,12,"-0.0833333333333333,tm_au_20,0.333333333333333,H,0.333333333333333,S,0.333333333333333,Au",tm_au
TAE-PTComp_2050_tm_au_21,TAE-PTComp,0.115225351948597,72.305,1012.27,14,"-0.0714285714285714,tm_au_21,0.571428571428571,H,0.0714285714285714,C,0.0714285714285714,N,0.0714285714285714,O,0.214285714285714,Au",tm_au
TAE-PTComp_2051_tm_au_22,TAE-PTComp,0.120056055906535,75.3363125,1205.381,16,"-0.0625,tm_au_22,0.4375,H,0.125,C,0.0625,N,0.125,O,0.25,Au",tm_au
TAE-PTComp_2052_tm_au_23,TAE-PTComp,0.157743036705206,98.98525,1187.823,12,"-0.0833333333333333,tm_au_23,0.25,H,0.0833333333333333,B,0.166666666666667,C,0.166666666666667,N,0.166666666666667,O,0.166666666666667,Au",tm_au
TAE-PTComp_2053_tm_au_24,TAE-PTComp,0.108707399483922,68.2149230769231,886.794,13,"-0.0769230769230769,tm_au_24,0.461538461538462,H,0.0769230769230769,B,0.0769230769230769,C,0.230769230769231,F,0.153846153846154,Au",tm_au
TAE-PTComp_2054_tm_au_25,TAE-PTComp,0.151054660825247,94.7882307692308,1232.247,13,"-0.0769230769230769,tm_au_25,0.461538461538462,H,0.230769230769231,C,0.0769230769230769,N,0.153846153846154,O,0.0769230769230769,Au",tm_au
TAE-PTComp_2055_tm_au_26,TAE-PTComp,0.132373831418807,83.0658333333333,1495.185,18,"-0.0555555555555556,tm_au_26,0.222222222222222,H,0.222222222222222,C,0.444444444444444,S,0.111111111111111,Au",tm_au
TAE-PTComp_2056_tm_au_27,TAE-PTComp,0.163141320361383,102.372724137931,2968.809,29,"-0.0344827586206897,tm_au_27,0.517241379310345,H,0.379310344827586,C,0.0689655172413793,O,0.0344827586206897,Au",tm_au
TAE-PTComp_2057_tm_au_28,TAE-PTComp,0.175976862043431,110.427148148148,2981.533,27,"-0.037037037037037,tm_au_28,0.444444444444444,H,0.444444444444444,C,0.037037037037037,N,0.037037037037037,O,0.037037037037037,Au",tm_au
TAE-PTComp_2058_tm_au_29,TAE-PTComp,0.155196156948758,97.3870588235294,1655.58,17,"-0.0588235294117647,tm_au_29,0.470588235294118,H,0.0588235294117647,B_cation,0.176470588235294,B,0.235294117647059,N,0.0588235294117647,Au",tm_au
TAE-PTComp_2059_tm_au_30,TAE-PTComp,0.141707438174963,88.92276,2223.069,25,"-0.04,tm_au_30,0.64,H,0.04,C_cation,0.12,C,0.16,O,0.04,Au",tm_au
TAE-PTComp_2060_tm_au_31,TAE-PTComp,0.163616653203989,102.671,924.039,9,"-0.111111111111111,tm_au_31,0.111111111111111,B_cation,0.333333333333333,B,0.444444444444444,F,0.111111111111111,Au",tm_au
TAE-PTComp_2061_tm_au_32,TAE-PTComp,0.109384146490818,68.6395882352941,1166.873,17,"-0.0588235294117647,tm_au_32,0.705882352941177,H,0.0588235294117647,P_cation,0.176470588235294,P,0.0588235294117647,Au",tm_au
TAE-PTComp_2062_tm_au_33,TAE-PTComp,0.156421431531547,98.1559302325581,4220.705,43,"-0.0232558139534884,tm_au_33,0.558139534883721,H,0.0232558139534884,C_cation,0.255813953488372,C,0.13953488372093,O,0.0232558139534884,Au",tm_au
TAE-PTComp_2063_tm_au_34,TAE-PTComp,0.121709716198357,76.374,1298.358,17,"-0.0588235294117647,tm_au_34,0.294117647058824,H,0.0588235294117647,C,0.0588235294117647,N,0.117647058823529,O,0.0588235294117647,F,0.0588235294117647,S_cation,0.0588235294117647,Cl,0.294117647058824,Au",tm_au
TAE-PTComp_2064_tm_au_35,TAE-PTComp,0.164113325652054,102.982666666667,617.896,6,"-0.166666666666667,tm_au_35,0.166666666666667,H,0.333333333333333,N,0.166666666666667,O,0.166666666666667,Au",tm_au
TAE-PTComp_2065_tm_hg_1,TAE-PTComp,0.163670724471374,102.704930232558,4416.312,43,"-0.0232558139534884,tm_hg_1,0.488372093023256,H,0.348837209302326,C,0.0232558139534884,O_anion,0.116279069767442,O,0.0232558139534884,Hg",tm_hg
TAE-PTComp_2066_tm_hg_2,TAE-PTComp,0.0526533883003615,33.0405,132.162,4,"-0.25,tm_hg_2,0.25,H_anion,0.5,H,0.25,Hg",tm_hg
TAE-PTComp_2067_tm_hg_3,TAE-PTComp,0.12189040608444,76.4873846153846,994.336,13,"-0.0769230769230769,tm_hg_3,0.692307692307692,H,0.0769230769230769,C_anion,0.153846153846154,C,0.0769230769230769,Hg",tm_hg
TAE-PTComp_2068_tm_hg_4,TAE-PTComp,0.0851501088167268,53.4325,213.73,4,"-0.25,tm_hg_4,0.25,H,0.25,O_anion,0.25,O,0.25,Hg",tm_hg
TAE-PTComp_2069_tm_hg_5,TAE-PTComp,0.0871287327490773,54.6741052631579,1038.808,19,"-0.0526315789473684,tm_hg_5,0.368421052631579,H,0.105263157894737,C,0.105263157894737,O,0.105263157894737,F,0.0526315789473684,P,0.0526315789473684,Cl_anion,0.210526315789474,Hg",tm_hg
TAE-PTComp_2070_tm_hg_6,TAE-PTComp,0.128729446657403,80.778947368421,1534.8,19,"-0.0526315789473684,tm_hg_6,0.421052631578947,H,0.105263157894737,C,0.210526315789474,N,0.105263157894737,S,0.105263157894737,Cl,0.0526315789473684,Hg",tm_hg
TAE-PTComp_2071_tm_hg_7,TAE-PTComp,0.050078393977374,31.4246666666667,188.548,6,"-0.166666666666667,tm_hg_7,0.666666666666667,Br,0.333333333333333,Hg",tm_hg
TAE-PTComp_2072_tm_hg_8,TAE-PTComp,0.13917098421741,87.3311111111111,1571.96,18,"-0.0555555555555556,tm_hg_8,0.444444444444444,H,0.444444444444444,C,0.111111111111111,Hg",tm_hg
TAE-PTComp_2073_tm_hg_9,TAE-PTComp,0.069649546033157,43.70575,524.469,12,"-0.0833333333333333,tm_hg_9,0.666666666666667,F,0.333333333333333,Hg",tm_hg
TAE-PTComp_2074_tm_hg_10,TAE-PTComp,0.109856321222665,68.9358823529412,1171.91,17,"-0.0588235294117647,tm_hg_10,0.294117647058824,H,0.117647058823529,C,0.0588235294117647,N,0.294117647058824,O,0.235294117647059,Hg",tm_hg
TAE-PTComp_2075_tm_hg_11,TAE-PTComp,0.0440784181645975,27.659625,221.277,8,"-0.125,tm_hg_11,0.5,S,0.5,Hg",tm_hg
TAE-PTComp_2076_tm_hg_12,TAE-PTComp,0.00524613593271258,3.292,26.336,8,"-0.125,tm_hg_12,1,Hg",tm_hg
TAE-PTComp_2077_tm_hg_13,TAE-PTComp,0.114025597723402,71.5521428571429,500.865,7,"-0.142857142857143,tm_hg_13,0.571428571428571,H,0.142857142857143,B,0.142857142857143,N,0.142857142857143,Hg",tm_hg
TAE-PTComp_2078_tm_hg_14,TAE-PTComp,0.106231909105904,66.6615294117647,1133.246,17,"-0.0588235294117647,tm_hg_14,0.705882352941177,H,0.235294117647059,B,0.0588235294117647,Hg",tm_hg
TAE-PTComp_2079_tm_hg_15,TAE-PTComp,0.146884794269627,92.1716,1382.574,15,"-0.0666666666666667,tm_hg_15,0.466666666666667,H,0.266666666666667,B,0.2,N,0.0666666666666667,Hg",tm_hg
TAE-PTComp_2080_tm_hg_16,TAE-PTComp,0.104598686361931,65.6366666666667,393.82,6,"-0.166666666666667,tm_hg_16,0.5,H,0.166666666666667,C,0.166666666666667,Br,0.166666666666667,Hg",tm_hg
TAE-PTComp_2081_tm_hg_17,TAE-PTComp,0.0793135435513685,49.77,199.08,4,"-0.25,tm_hg_17,0.5,H,0.25,C,0.25,Hg",tm_hg
TAE-PTComp_2082_tm_hg_18,TAE-PTComp,0.0573276869172007,35.9736666666667,107.921,3,"-0.333333333333333,tm_hg_18,0.666666666666667,Cl,0.333333333333333,Hg",tm_hg
TAE-PTComp_2083_tm_hg_19,TAE-PTComp,0.107465221214594,67.4354444444444,606.919,9,"-0.111111111111111,tm_hg_19,0.444444444444444,H,0.222222222222222,O,0.222222222222222,F,0.111111111111111,Hg",tm_hg
TAE-PTComp_2084_tm_hg_20,TAE-PTComp,0.180573457834616,113.311555555556,1019.804,9,"-0.111111111111111,tm_hg_20,0.222222222222222,B,0.222222222222222,C,0.444444444444444,O,0.111111111111111,Hg",tm_hg
TAE-PTComp_2085_tm_hg_21,TAE-PTComp,0.167370419333243,105.026523809524,2205.557,21,"-0.0476190476190476,tm_hg_21,0.476190476190476,H,0.476190476190476,C,0.0476190476190476,Hg",tm_hg
TAE-PTComp_2086_tm_hg_22,TAE-PTComp,0.0892073295435464,55.9784444444444,503.806,9,"-0.111111111111111,tm_hg_22,0.444444444444444,H,0.222222222222222,F,0.222222222222222,S,0.111111111111111,Hg",tm_hg
TAE-PTComp_2087_tm_hg_23,TAE-PTComp,0.137871025978008,86.515375,2768.492,32,"-0.03125,tm_hg_23,0.5,H,0.25,C,0.0625,O,0.125,Cl,0.0625,Hg",tm_hg
TAE-PTComp_2088_tm_hg_24,TAE-PTComp,0.0918384540505041,57.6295,691.554,12,"-0.0833333333333333,tm_hg_24,0.333333333333333,H,0.166666666666667,O,0.166666666666667,Cl,0.166666666666667,Br,0.166666666666667,Hg",tm_hg
